"Permanent Location Code Number","District / Taluk / Village / Town / Ward","","Total number of House holds","Total Population","Sex            Ratio","Sex Ratio            0-6 age group","Literacy Rates (7+)","Work Participation Rate","Population"
"","","","","","","","","","Scheduled Castes"
"","","Female","","Person","","","Person","Male","Male"
"1","2","17","3","4","7","8","9","12","14"
"","","","","","","","","",""
"02096400","Thattanahalli","0","187","881","911","603","64.8","63.8","209"
"02096500","Avadadenahalli","0","90","513","1,012","906","70.4","60.4","127"
"02096600","Kammasandra Agrahara","0","90","408","1,020","905","60.1","69.8","109"
"02096700","Amani Doddakere","3","6","24","600","1,000","40.0","46.7","0"
"02096800","Hasaruvani","0","5","35","667","250","70.0","52.4","11"
"02096900","Anekal (Rural)","0","85","349","837","1,304","48.3","55.8","116"
"02097000","Chudenahalli","33","116","558","938","1,054","56.8","56.3","123"
"02097100","Sunavara","16","183","846","927","1,149","57.4","59.9","119"
"02097200","Patnagere Gollahalli","0","43","201","914","824","42.9","54.3","96"
"02097300","Bidarakadahalli","","Un-inhabited","","","","","",""
"02097400","Kalanaikanahalli","0","47","239","943","778","43.5","57.7","28"
"02097500","Solur","3","92","493","941","763","64.8","58.7","206"
"02097600","Menasiganahalli","0","157","810","938","889","51.6","62.0","130"
"02097700","Vanakanahalli","3","284","1,283","898","728","78.2","59.0","152"
"02097800","Singasandra","0","72","392","903","950","77.3","65.5","16"
"02097900","Telagarahalli","0","119","626","794","943","65.8","61.0","52"
"02098000","Hompalaghatta","6","99","536","949","967","71.3","62.2","143"
"02098100","Gudnahalli","0","137","657","1,022","1,136","61.1","60.3","140"
"02098200","Chikkanahatti","0","3","11","571","0","63.6","71.4","0"
"02098300","Geratiganabele","2","203","1,049","983","1,194","62.0","55.4","183"
"02098400","Submangala","3","128","676","899","982","54.5","63.5","71"
"02098500","Muthagatti","0","427","1,970","918","905","54.1","65.4","229"
"02098600","Kurubarahatti","0","1","4","333","0","75.0","100.0","0"
"02098700","Haldenahalli","10","233","1,031","983","1,085","62.0","65.0","66"
"02098800","Kaval Hosahalli","0","293","1,238","913","930","63.7","62.3","247"
"02098900","Chikka Hagade","0","117","650","923","1,382","65.2","68.0","145"
"02099000","Aravantigepura","0","60","281","861","938","55.6","56.3","100"
"02099100","Bestammanahalli","9","150","716","874","955","68.1","57.1","102"
"02099200","Karpur","0","252","1,172","915","859","66.3","68.1","148"
"02099300","Bidaragere","0","174","900","935","1,017","60.2","63.7","158"
"02099400","Rachamanahalli","0","189","939","928","903","56.9","60.4","309"
"02099500","Channena Agrahara","0","52","258","925","941","60.4","61.9","94"
"02099600","Samandur","11","433","2,206","987","873","63.6","57.7","268"
"42013000","Bommanahalli (CMC+OG) (Part)","13","1,292","5,201","829","933","78.8","67.5","544"
"42013000","Kudlu (OG) (Part)  - Ward No.37","13","1,292","5,201","829","933","78.8","67.5","544"
"42017000","Hebbagodi (CT)","43","3,565","12,296","661","850","88.8","73.0","532"
"42017000","Ward No.1","43","3,565","12,296","661","850","88.8","73.0","532"
"42018000","Bommasandra (CT)","24","2,021","7,614","713","940","82.3","71.7","382"
"42018000","Ward No.1","24","2,021","7,614","713","940","82.3","71.7","382"
"42019000","Anekal (TMC)","129","7,127","33,157","929","945","76.0","59.7","1,614"
"42019000","Ward No.1","0","154","746","974","1,000","80.2","65.1","1"
"42019000","Ward No.2","8","285","1,428","914","724","64.7","60.7","7"
"42019000","Ward No.3","2","235","1,038","898","757","70.6","62.5","13"
"42019000","Ward No.4","7","212","1,101","876","918","80.9","59.8","10"
"42019000","Ward No.5","3","508","2,296","931","1,038","77.7","61.1","76"
"42019000","Ward No.6","5","538","2,444","917","883","82.2","58.7","45"
"42019000","Ward No.7","21","544","2,396","878","1,007","80.5","58.5","35"
"42019000","Ward No.8","22","683","3,036","890","929","81.4","56.6","172"
"42019000","Ward No.9","7","493","2,225","943","915","77.9","53.3","167"
"42019000","Ward No.10","0","201","865","918","807","82.4","57.6","1"
"42019000","Ward No.11","3","228","1,118","882","889","82.7","62.1","5"
"42019000","Ward No.12","2","286","1,360","902","979","65.6","62.1","163"
"42019000","Ward No.13","0","265","1,149","931","972","80.1","64.7","0"
"42019000","Ward No.14","6","308","1,458","1,019","1,037","83.9","64.3","31"
"42019000","Ward No.15","0","277","1,289","1,011","911","84.1","60.5","4"
"42019000","Ward No.16","0","237","1,183","985","923","73.5","60.4","109"
"42019000","Ward No.17","0","271","1,373","1,037","1,048","63.1","54.2","347"
"42019000","Ward No.18","6","290","1,485","983","1,130","75.4","60.9","0"
"42019000","Ward No.19","0","256","1,325","851","965","80.5","57.4","4"
"42019000","Ward No.20","0","173","810","990","1,120","67.2","65.6","72"
"42019000","Ward No.21","1","169","754","894","750","63.5","62.6","105"
"42019000","Ward No.22","34","328","1,456","962","1,060","57.0","59.0","129"
"42019000","Ward No.23","2","186","822","885","889","69.7","62.4","118"
"","","","","","","","","",""
"ANNEXURE","","","","","","","","",""
"","","","","","","","","",""
"","Bangalore UA","31,954","12,78,333","57,01,446","908","941","87.7","57.6","3,32,365"
"","","","","","","","","",""
"42009000","(a) Bangalore (M Corp.+OG)","22,003","9,49,918","43,13,248","918","942","85.6","57.0","2,44,920"
"42009000","(i) Bangalore (M Corp.)","21,887","9,47,169","43,01,326","918","943","85.6","57.0","2,44,201"
"42009000","(ii) Chelakere  (OG)","70","1,512","6,667","896","896","82.0","57.8","485"
"42009000","(iii) Horamavu (OG) (Part)","18","539","2,397","928","945","90.8","55.9","80"
"42009000","(iv) Arehalli  (OG)","28","698","2,858","888","854","68.4","60.9","154"
"42001000","(b) Dasarahalli (CMC+OG)","2,170","74,704","2,93,359","844","950","82.6","63.1","13,520"
"42001000","(i)Dasarahalli (CMC)","1,971","67,758","2,64,940","841","948","82.8","63.4","11,254"
"42001000","(ii) Handrahalli (OG) (Part)","4","197","778","902","981","76.2","63.6","11"
"42001000","(iii) Kariobanahalli (OG) (Part)","4","1,310","5,070","869","953","71.2","66.9","626"
"42001000","(iv) Doddabidarakallu (OG) (Part)","34","761","3,177","889","1,066","84.3","61.7","211"
"42001000","(v) Chikkabidarakallu  (OG)","43","1,252","5,081","855","926","89.4","56.8","98"
"42001000","(vi) Srikantapura Anchepalya (OG)","14","791","3,285","884","884","82.3","59.6","171"
"42001000","(vii) Sidedahalli (OG) (Part)","2","83","323","889","1,450","81.0","56.1","1"
"42001000","(viii) Chikkasandra (OG) (Part)","25","911","3,779","877","1,004","81.8","55.4","214"
"42001000","(ix) Shettihalli (OG)","34","735","3,127","859","927","82.3","61.7","451"
"42001000","(x) Abbigere (OG) (Part)","39","906","3,799","897","1,000","78.5","59.4","483"
"42006000","(c) Herohalli (CT)","252","4,420","18,069","887","947","82.5","58.9","938"
"42008000","(d) Pattanagere (CMC+OG)","773","24,603","1,05,699","881","926","78.7","57.6","6,604"
"42008000","(i)Pattanagere (CMC)","750","22,282","96,385","879","931","78.9","57.3","5,613"
"42008000","(ii) Vasanthapura (OG) (Part)","1","284","1,079","893","971","77.8","63.9","46"
"42008000","(iii) Vaddarapalya (OG)","0","175","718","973","769","69.3","56.6","155"
"42008000","(iv) Subramanyapura  (OG)","20","1,190","4,817","890","916","73.9","62.1","721"
"42008000","(v) Doddakallasandra (OG) (Part)","2","672","2,700","919","799","82.1","57.5","69"
"42012000","(e) Uttarahalli (CT)","150","2,539","10,467","914","900","77.0","61.3","672"
"42013000","(f) Bommanahalli (CMC+OG)","1,015","55,119","2,30,181","870","943","80.8","62.4","11,742"
"42013000","(i) Bommanahalli (CMC)","971","48,479","2,01,652","865","950","81.0","62.7","9,752"
"42013000","(ii) Begur (OG) (Part)","9","2,069","9,237","960","921","79.1","57.5","913"
"42013000","(iii) Chikkathoguru (OG) (Part)","0","127","575","873","787","72.3","55.7","47"
"42013000","(iv) Beratena Agrahara (OG) (Part)","0","84","340","868","1,000","64.2","68.7","21"
"42013000","(v) Naganathapura (OG) (Part)","0","279","1,081","893","752","68.1","63.4","14"
"42013000","(vi) Parappana Agrahara (OG) (Part)","2","385","1,584","861","918","76.0","65.6","64"
"42013000","(ix) Kudlu (OG) (Part)","13","1,292","5,201","829","933","78.8","67.5","544"
"42013000","(vii) Kalenaagrahara  (OG)","14","287","1,482","1,005","878","81.9","51.8","238"
"42013000","(viii) Chunchaghatta  (OG)","6","2,117","9,029","902","864","83.5","60.8","149"
"42014000","(g) Konanakunte (CT)","27","3,291","13,316","875","878","86.1","58.7","447"
"42016000","(i) Gottikere (CT)","98","2,651","11,201","872","919","78.0","62.0","827"
"42015000","(h) Kothnur (CT)","335","4,941","20,874","895","972","76.5","60.0","1,221"
"42011000","(j) Mahadevapura (CMC+OG)","810","36,945","1,54,223","865","944","81.9","58.5","14,116"
"42011000","(i) Mahadevapura (CMC)","729","32,549","1,35,794","863","949","82.3","58.8","12,833"
"42011000","(ii) Hagadur  (OG)","37","2,910","12,562","940","925","79.9","57.4","859"
"42011000","(iii) Channasandra  (OG)","44","1,486","5,867","769","865","78.8","54.8","424"
"42010000","(k) Krishnarajapura (CMC)","1,175","41,762","1,86,210","912","924","84.8","55.2","15,250"
"42005000","(l) Byatarayanapura (CMC+OG)","2,005","44,230","2,00,530","903","943","81.8","56.3","13,381"
"42005000","(i) Byatarayanapura (CMC)","1,924","40,255","1,81,744","903","949","82.6","56.3","12,249"
"42005000","(iii) Dasarahalli  (OG)","20","1,134","5,102","919","817","76.4","57.7","375"
"42005000","(ii) Thanisandra (OG) (Part)","23","1,401","6,914","928","958","74.1","55.6","293"
"42005000","(iv) Chikkabettahalli  (OG)","22","877","4,020","872","843","78.9","51.4","143"
"42005000","(v) Doddabettahalli  (OG)","16","563","2,750","875","979","61.3","59.2","321"
"42002000","(m) Yelahanka (CMC+OG)","882","21,518","94,234","864","931","83.3","59.8","5,583"
"42002000","(i) Yelahanka (CMC)","878","21,032","90,827","889","935","82.9","59.2","5,543"
"42002000","(ii) Vaderapura (OG)","4","336","2,679","287","819","97.1","73.5","22"
"42002000","(iii) Suggatta  (OG)","0","150","728","876","667","78.9","64.4","18"
"42004000","(n) Hunasamaranahalli (CT)","78","1,868","7,380","803","771","85.9","57.4","518"
"42007000","(o) Kengeri (TMC)","181","9,824","42,455","939","938","83.6","56.4","2,626"
